g1.t1	ENSP00000497018.1
g1341.t1	ENSP00000422496.2
g1342.t1	ENSP00000354742.4
g1343.t1	ENSP00000442033.1
g1344.t1	ENSP00000373669.4
g1345.t1	ENSP00000279036.6
g1347.t1	ENSP00000354040.4
g1348.t1	ENSP00000379204.3
g1351.t1	ENSP00000358130.6
g1354.t1	ENSP00000207870.3
g1355.t1	ENSP00000215793.7
g1357.t1	ENSP00000264926.2
g1358.t1	ENSP00000407249.2
g1364.t1	ENSP00000287538.5
g1369.t1	ENSP00000434247.1
g1370.t1	ENSP00000434247.1
g1371.t1	ENSP00000434247.1
g1372.t1	ENSP00000434247.1
g1373.t1	ENSP00000434247.1
g1374.t1	ENSP00000248553.6
g1375.t1	ENSP00000248553.6
g1376.t1	ENSP00000451032.1
g138.t1	ENSP00000439245.3
g1380.t1	ENSP00000445340.2
g1381.t1	ENSP00000291503.5
g1383.t1	ENSP00000350364.4
g1387.t1	ENSP00000355899.3
g1397.t1	ENSP00000354223.6
g1398.t1	ENSP00000365529.3
g1399.t1	ENSP00000503783.1
g14.t1	ENSP00000282296.5
g1403.t1	ENSP00000355315.3
g1404.t1	ENSP00000452762.1
g1405.t1	ENSP00000434462.1
g1406.t1	ENSP00000430746.1
g1407.t1	ENSP00000370912.3
g1409.t1	ENSP00000215539.3
g141.t1	ENSP00000168216.6
g1410.t1	ENSP00000416683.3
g1412.t1	ENSP00000370912.3
g1413.t1	ENSP00000356986.4
g1414.t1	ENSP00000474771.2
g1415.t1	ENSP00000343764.6
g1416.t1	ENSP00000226328.4
g1417.t1	ENSP00000264424.8
g1418.t1	ENSP00000445528.1
g1419.t1	ENSP00000264690.6
g1421.t1	ENSP00000419561.2
g1422.t1	ENSP00000455385.3
g1426.t1	ENSP00000385192.1
g1427.t1	ENSP00000260810.5
g1428.t1	ENSP00000464654.1
g1429.t1	ENSP00000227520.5
g1430.t1	ENSP00000423541.2
g1432.t1	ENSP00000362041.4
g1433.t1	ENSP00000262464.4
g1434.t1	ENSP00000263388.1
g1435.t1	ENSP00000274376.6
g1436.t1	ENSP00000403953.1
g1439.t1	ENSP00000481493.1
g1440.t1	ENSP00000366211.4
g1442.t1	ENSP00000421304.1
g1443.t1	ENSP00000395547.1
g1447.t1	ENSP00000358072.3
g1451.t1	ENSP00000295453.3
g1453.t1	ENSP00000402948.2
g1454.t1	ENSP00000222982.4
g1455.t1	ENSP00000344730.3
g1457.t1	ENSP00000315005.5
g1463.t1	ENSP00000323568.3
g1466.t1	ENSP00000328547.2
g1467.t1	ENSP00000366934.5
g1468.t1	ENSP00000380692.2
g147.t1	ENSP00000348019.5
g148.t1	ENSP00000348019.5
g1482.t1	ENSP00000387310.3
g1483.t1	ENSP00000387310.3
g1484.t1	ENSP00000490816.1
g1486.t1	ENSP00000495205.1
g1487.t1	ENSP00000352882.3
g1488.t1	ENSP00000262327.4
g1491.t1	ENSP00000385807.3
g1492.t1	ENSP00000472300.1
g1493.t1	ENSP00000261741.5
g1494.t1	ENSP00000193403.6
g1495.t1	ENSP00000415368.1
g1498.t1	ENSP00000449043.1
g15.t1	ENSP00000470275.1
g1501.t1	ENSP00000415423.2
g1502.t1	ENSP00000365735.2
g1504.t1	ENSP00000457676.1
g1505.t1	ENSP00000353010.4
g1506.t1	ENSP00000450958.1
g1509.t1	ENSP00000446828.1
g1510.t1	ENSP00000300441.4
g1511.t1	ENSP00000366396.3
g1512.t1	ENSP00000429519.4
g1513.t1	ENSP00000511927.1
g1514.t1	ENSP00000417161.1
g1515.t1	ENSP00000225737.6
g1521.t1	ENSP00000350098.4
g1522.t1	ENSP00000305922.8
g1524.t1	ENSP00000437774.1
g1526.t1	ENSP00000342851.7
g1527.t1	ENSP00000301717.4
g1528.t1	ENSP00000456386.1
g1529.t1	ENSP00000376922.2
g1531.t1	ENSP00000455122.1
g1532.t1	ENSP00000286574.4
g1534.t1	ENSP00000368314.3
g1536.t1	ENSP00000340328.3
g1537.t1	ENSP00000272298.7
g1542.t1	ENSP00000492521.1
g1543.t1	ENSP00000262768.6
g1544.t1	ENSP00000480038.1
g1545.t1	ENSP00000416683.3
g1546.t1	ENSP00000440640.2
g1548.t1	ENSP00000430780.1
g1551.t1	ENSP00000430780.1
g1554.t1	ENSP00000261177.9
g1555.t1	ENSP00000437128.1
g1556.t1	ENSP00000362535.1
g1557.t1	ENSP00000371084.5
g156.t1	ENSP00000512187.1
g1560.t1	ENSP00000304331.2
g1561.t1	ENSP00000490718.2
g1562.t1	ENSP00000355013.2
g1563.t1	ENSP00000484738.1
g1564.t1	ENSP00000489262.1
g1567.t1	ENSP00000340879.4
g1568.t1	ENSP00000362817.2
g1569.t1	ENSP00000272298.7
g1571.t1	ENSP00000483356.1
g1573.t1	ENSP00000290330.3
g1574.t1	ENSP00000216225.8
g1576.t1	ENSP00000373472.4
g1578.t1	ENSP00000443459.1
g1579.t1	ENSP00000348696.4
g1580.t1	ENSP00000359573.1
g1584.t1	ENSP00000389744.2
g1587.t1	ENSP00000387369.2
g1589.t1	ENSP00000445306.1
g1591.t1	ENSP00000368805.4
g1592.t1	ENSP00000396067.2
g1594.t1	ENSP00000284262.2
g1596.t1	ENSP00000510192.1
g1599.t1	ENSP00000199814.4
g1600.t1	ENSP00000360184.4
g1601.t1	ENSP00000368477.3
g1602.t1	ENSP00000389916.2
g1603.t1	ENSP00000364119.2
g1607.t1	ENSP00000356437.3
g161.t1	ENSP00000498253.1
g1610.t1	ENSP00000402167.2
g1611.t1	ENSP00000278550.7
g1612.t1	ENSP00000376682.4
g1613.t1	ENSP00000310129.4
g1614.t1	ENSP00000362469.3
g1615.t1	ENSP00000362469.3
g1617.t1	ENSP00000420984.1
g1618.t1	ENSP00000444003.2
g1619.t1	ENSP00000370223.4
g1620.t1	ENSP00000239215.7
g1625.t1	ENSP00000493940.1
g1626.t1	ENSP00000302846.3
g1628.t1	ENSP00000350413.4
g1629.t1	ENSP00000362249.1
g1631.t1	ENSP00000479962.1
g1632.t1	ENSP00000496423.2
g1633.t1	ENSP00000479254.1
g1638.t1	ENSP00000368127.4
g1650.t1	ENSP00000361784.3
g1659.t1	ENSP00000336998.3
g166.t1	ENSP00000319992.6
g1665.t1	ENSP00000456313.1
g1666.t1	ENSP00000373640.4
g1669.t1	ENSP00000233146.2
g167.t1	ENSP00000468585.1
g1676.t1	ENSP00000254029.3
g1677.t1	ENSP00000481058.2
g1678.t1	ENSP00000342667.2
g1680.t1	ENSP00000342667.2
g1681.t1	ENSP00000302783.4
g1682.t1	ENSP00000434364.2
g1683.t1	ENSP00000347507.3
g1687.t1	ENSP00000347507.3
g1688.t1	ENSP00000226840.4
g1689.t1	ENSP00000362834.1
g169.t1	ENSP00000372320.1
g1690.t1	ENSP00000430604.1
g1691.t1	ENSP00000505288.1
g1692.t1	ENSP00000356658.2
g1693.t1	ENSP00000360763.3
g1694.t1	ENSP00000437372.1
g1695.t1	ENSP00000512002.1
g1696.t1	ENSP00000362513.3
g17.t1	ENSP00000412315.1
g1707.t1	ENSP00000366939.5
g1709.t1	ENSP00000384579.2
g1710.t1	ENSP00000497410.1
g1711.t1	ENSP00000445926.2
g1712.t1	ENSP00000370146.3
g1713.t1	ENSP00000385797.4
g1714.t1	ENSP00000255608.3
g1718.t1	ENSP00000310827.1
g1721.t1	ENSP00000420587.1
g1722.t1	ENSP00000444596.2
g1725.t1	ENSP00000358982.4
g1727.t1	ENSP00000354339.3
g1730.t1	ENSP00000399441.1
g1731.t1	ENSP00000505207.1
g1732.t1	ENSP00000402537.1
g1733.t1	ENSP00000406598.1
g1734.t1	ENSP00000377010.3
g1735.t1	ENSP00000362873.3
g1737.t1	ENSP00000348276.3
g1738.t1	ENSP00000421935.1
g1739.t1	ENSP00000494781.1
g1741.t1	ENSP00000378056.1
g1742.t1	ENSP00000199280.3
g177.t1	ENSP00000383295.3
g1785.t1	ENSP00000173229.2
g1786.t1	ENSP00000173229.2
g1787.t1	ENSP00000254193.6
g1788.t1	ENSP00000215565.1
g1789.t1	ENSP00000402634.1
g179.t1	ENSP00000324701.4
g1790.t1	ENSP00000421043.1
g1791.t1	ENSP00000245407.3
g1792.t1	ENSP00000359410.4
g1797.t1	ENSP00000371512.1
g1799.t1	ENSP00000348206.4
g18.t1	ENSP00000513608.1
g180.t1	ENSP00000324701.4
g1800.t1	ENSP00000370146.3
g1801.t1	ENSP00000480021.1
g1802.t1	ENSP00000443780.2
g181.t1	ENSP00000510178.1
g1810.t1	ENSP00000510400.1
g1814.t1	ENSP00000395809.2
g1815.t1	ENSP00000299575.3
g1816.t1	ENSP00000349929.3
g1817.t1	ENSP00000248114.6
g1818.t1	ENSP00000500040.1
g1819.t1	ENSP00000321449.6
g182.t1	ENSP00000324419.6
g1820.t1	ENSP00000340220.5
g1821.t1	ENSP00000419692.1
g1822.t1	ENSP00000431872.2
g1823.t1	ENSP00000386636.1
g1824.t1	ENSP00000372325.1
g1825.t1	ENSP00000412638.1
g1826.t1	ENSP00000291439.2
g1827.t1	ENSP00000306772.5
g183.t1	ENSP00000476616.1
g1834.t1	ENSP00000362036.3
g1836.t1	ENSP00000370013.4
g1837.t1	ENSP00000386633.1
g1838.t1	ENSP00000386633.1
g184.t1	ENSP00000267584.4
g1840.t1	ENSP00000295902.7
g1841.t1	ENSP00000380904.3
g1842.t1	ENSP00000471084.1
g1843.t1	ENSP00000471819.1
g1846.t1	ENSP00000296509.5
g1847.t1	ENSP00000385632.4
g185.t1	ENSP00000382670.2
g1854.t1	ENSP00000464330.2
g1855.t1	ENSP00000344818.5
g1861.t1	ENSP00000393332.1
g1864.t1	ENSP00000334140.4
g1865.t1	ENSP00000437570.1
g1866.t1	ENSP00000276416.6
g1867.t1	ENSP00000403852.2
g1869.t1	ENSP00000362469.3
g187.t1	ENSP00000264424.8
g1870.t1	ENSP00000378488.2
g1871.t1	ENSP00000249636.6
g1872.t1	ENSP00000315602.5
g1876.t1	ENSP00000264202.7
g1877.t1	ENSP00000396073.2
g1881.t1	ENSP00000464464.1
g1883.t1	ENSP00000262120.5
g1884.t1	ENSP00000370741.2
g1885.t1	ENSP00000432441.1
g1886.t1	ENSP00000304360.7
g1887.t1	ENSP00000290231.6
g1888.t1	ENSP00000383401.3
g189.t1	ENSP00000431245.2
g1890.t1	ENSP00000328729.6
g1892.t1	ENSP00000319169.8
g1893.t1	ENSP00000439116.1
g19.t1	ENSP00000404711.2
g1900.t1	ENSP00000447302.1
g1903.t1	ENSP00000324323.5
g1904.t1	ENSP00000356729.4
g1905.t1	ENSP00000261537.6
g1915.t1	ENSP00000349768.5
g1917.t1	ENSP00000496587.1
g1918.t1	ENSP00000419061.1
g1919.t1	ENSP00000259455.2
g1921.t1	ENSP00000319829.5
g1922.t1	ENSP00000361363.2
g1923.t1	ENSP00000330433.3
g1925.t1	ENSP00000363574.3
g1926.t1	ENSP00000434081.2
g1928.t1	ENSP00000508074.1
g1929.t1	ENSP00000433627.1
g193.t1	ENSP00000443851.1
g1930.t1	ENSP00000365065.4
g1931.t1	ENSP00000202017.4
g1932.t1	ENSP00000245564.3
g1933.t1	ENSP00000269878.3
g1934.t1	ENSP00000216281.8
g1937.t1	ENSP00000399353.1
g1938.t1	ENSP00000379326.3
g194.t1	ENSP00000497980.1
g1944.t1	ENSP00000377862.4
g1945.t1	ENSP00000351599.3
g1947.t1	ENSP00000340789.6
g195.t1	ENSP00000296003.5
g1959.t1	ENSP00000505619.1
g1960.t1	ENSP00000262461.2
g1961.t1	ENSP00000262461.2
g1962.t1	ENSP00000418416.2
g1963.t1	ENSP00000498994.1
g1965.t1	ENSP00000450436.1
g1968.t1	ENSP00000269385.4
g1971.t1	ENSP00000341354.3
g1974.t1	ENSP00000497237.1
g1978.t1	ENSP00000296252.4
g198.t1	ENSP00000496366.1
g1982.t1	ENSP00000385246.1
g1985.t1	ENSP00000261890.2
g1986.t1	ENSP00000357887.5
g1987.t1	ENSP00000324343.5
g1988.t1	ENSP00000508256.1
g1989.t1	ENSP00000237937.3
g199.t1	ENSP00000261531.8
g1992.t1	ENSP00000355982.1
g1993.t1	ENSP00000376973.4
g1994.t1	ENSP00000346103.7
g1997.t1	ENSP00000221233.3
g2.t1	ENSP00000380315.3
g20.t1	ENSP00000378881.3
g2009.t1	ENSP00000433769.1
g201.t1	ENSP00000291386.3
g2010.t1	ENSP00000357669.3
g2011.t1	ENSP00000373474.3
g2012.t1	ENSP00000362993.3
g2016.t1	ENSP00000493350.1
g2018.t1	ENSP00000470649.1
g2019.t1	ENSP00000448015.1
g202.t1	ENSP00000265245.5
g2024.t1	ENSP00000437111.1
g2027.t1	ENSP00000329797.6
g2028.t1	ENSP00000393324.2
g2029.t1	ENSP00000363478.4
g203.t1	ENSP00000325377.3
g2030.t1	ENSP00000484186.1
g2032.t1	ENSP00000461545.1
g2033.t1	ENSP00000510081.1
g2034.t1	ENSP00000338191.4
g2035.t1	ENSP00000307975.4
g2036.t1	ENSP00000493302.2
g2037.t1	ENSP00000503923.1
g204.t1	ENSP00000265732.5
g2043.t1	ENSP00000406229.2
g2044.t1	ENSP00000377862.4
g2045.t1	ENSP00000348234.4
g2046.t1	ENSP00000378340.3
g2047.t1	ENSP00000361290.4
g2048.t1	ENSP00000349259.4
g2049.t1	ENSP00000333350.4
g2050.t1	ENSP00000244230.2
g2051.t1	ENSP00000427571.1
g2052.t1	ENSP00000406266.2
g2055.t1	ENSP00000484130.1
g206.t1	ENSP00000265112.3
g2060.t1	ENSP00000506848.1
g2065.t1	ENSP00000359573.1
g207.t1	ENSP00000381791.3
g2072.t1	ENSP00000339004.3
g2076.t1	ENSP00000265462.4
g2077.t1	ENSP00000323421.3
g2078.t1	ENSP00000323421.3
g2079.t1	ENSP00000297268.6
g2080.t1	ENSP00000348019.5
g2081.t1	ENSP00000221363.4
g2083.t1	ENSP00000317992.6
g2084.t1	ENSP00000341662.3
g2088.t1	ENSP00000320006.7
g2089.t1	ENSP00000415208.1
g209.t1	ENSP00000343763.4
g2092.t1	ENSP00000366546.4
g2097.t1	ENSP00000466953.2
g2098.t1	ENSP00000464149.1
g2099.t1	ENSP00000353775.3
g21.t1	ENSP00000312981.6
g210.t1	ENSP00000479667.1
g2100.t1	ENSP00000453347.2
g2101.t1	ENSP00000350928.3
g2103.t1	ENSP00000356354.3
g2104.t1	ENSP00000332340.6
g2105.t1	ENSP00000450832.1
g2106.t1	ENSP00000413944.2
g2107.t1	ENSP00000458515.2
g2109.t1	ENSP00000431459.1
g2110.t1	ENSP00000267425.3
g2111.t1	ENSP00000433270.1
g2112.t1	ENSP00000469294.1
g2113.t1	ENSP00000348838.4
g2114.t1	ENSP00000369734.3
g2115.t1	ENSP00000341289.4
g2116.t1	ENSP00000259818.6
g2117.t1	ENSP00000259818.6
g2118.t1	ENSP00000341289.4
g2119.t1	ENSP00000200652.3
g212.t1	ENSP00000359532.3
g2120.t1	ENSP00000292510.3
g2121.t1	ENSP00000298355.3
g2122.t1	ENSP00000405559.3
g2123.t1	ENSP00000434507.1
g2124.t1	ENSP00000367755.3
g2125.t1	ENSP00000362469.3
g2126.t1	ENSP00000356354.3
g2127.t1	ENSP00000376983.1
g2128.t1	ENSP00000360173.4
g2129.t1	ENSP00000274680.4
g213.t1	ENSP00000392766.1
g2130.t1	ENSP00000304500.7
g2132.t1	ENSP00000352358.5
g2133.t1	ENSP00000440950.2
g2135.t1	ENSP00000406012.2
g2136.t1	ENSP00000361122.4
g2141.t1	ENSP00000306497.3
g2142.t1	ENSP00000328150.5
g2143.t1	ENSP00000363873.3
g2145.t1	ENSP00000321546.4
g2149.t1	ENSP00000356899.2
g215.t1	ENSP00000392766.1
g2151.t1	ENSP00000222482.4
g2152.t1	ENSP00000488789.1
g2153.t1	ENSP00000319730.6
g2154.t1	ENSP00000222482.4
g2155.t1	ENSP00000300026.4
g2156.t1	ENSP00000463094.1
g2158.t1	ENSP00000387164.1
g2159.t1	ENSP00000320528.6
g216.t1	ENSP00000319730.6
g2161.t1	ENSP00000361195.1
g2173.t1	ENSP00000377103.1
g2174.t1	ENSP00000373404.3
g2175.t1	ENSP00000407978.2
g218.t1	ENSP00000367064.4
g2180.t1	ENSP00000516619.1
g2183.t1	ENSP00000389269.1
g2188.t1	ENSP00000358042.4
g2189.t1	ENSP00000380206.2
g219.t1	ENSP00000256646.2
g2190.t1	ENSP00000262764.5
g2191.t1	ENSP00000473267.1
g2192.t1	ENSP00000420176.1
g2193.t1	ENSP00000444357.1
g2194.t1	ENSP00000299353.5
g2198.t1	ENSP00000362082.5
g2199.t1	ENSP00000355920.3
g2200.t1	ENSP00000290158.3
g2201.t1	ENSP00000346755.6
g2202.t1	ENSP00000457258.1
g2204.t1	ENSP00000419311.1
g2205.t1	ENSP00000369702.2
g221.t1	ENSP00000436574.1
g2210.t1	ENSP00000473294.1
g2211.t1	ENSP00000422591.1
g2212.t1	ENSP00000509279.1
g2213.t1	ENSP00000350563.5
g2214.t1	ENSP00000467882.1
g2215.t1	ENSP00000467204.1
g222.t1	ENSP00000299155.6
g2224.t1	ENSP00000272645.3
g2225.t1	ENSP00000477709.1
g2226.t1	ENSP00000367668.3
g2229.t1	ENSP00000397310.2
g2232.t1	ENSP00000426769.1
g2233.t1	ENSP00000357665.4
g2235.t1	ENSP00000272348.2
g2236.t1	ENSP00000357583.3
g2237.t1	ENSP00000424103.2
g2238.t1	ENSP00000264963.4
g2242.t1	ENSP00000313752.5
g2243.t1	ENSP00000417868.1
g2244.t1	ENSP00000066544.3
g2248.t1	ENSP00000410672.1
g2249.t1	ENSP00000275730.4
g2250.t1	ENSP00000263702.6
g2251.t1	ENSP00000235532.5
g2254.t1	ENSP00000387288.3
g2255.t1	ENSP00000342535.5
g2256.t1	ENSP00000500598.2
g2257.t1	ENSP00000262803.5
g2258.t1	ENSP00000393412.2
g2259.t1	ENSP00000262812.3
g226.t1	ENSP00000262839.2
g2260.t1	ENSP00000305810.2
g2261.t1	ENSP00000371470.3
g2264.t1	ENSP00000290866.4
g2265.t1	ENSP00000393922.1
g2266.t1	ENSP00000340361.3
g2268.t1	ENSP00000373937.4
g227.t1	ENSP00000397873.2
g2274.t1	ENSP00000310260.4
g2275.t1	ENSP00000341497.3
g2276.t1	ENSP00000390949.3
g2277.t1	ENSP00000318222.4
g2278.t1	ENSP00000439467.1
g2279.t1	ENSP00000482704.1
g2280.t1	ENSP00000482704.1
g2284.t1	ENSP00000274545.5
g2285.t1	ENSP00000330918.7
g2286.t1	ENSP00000401608.2
g2287.t1	ENSP00000312599.5
g2288.t1	ENSP00000382897.3
g2289.t1	ENSP00000432984.1
g2290.t1	ENSP00000306548.3
g2291.t1	ENSP00000347277.5
g2292.t1	ENSP00000215941.4
g2293.t1	ENSP00000471205.1
g2294.t1	ENSP00000294258.3
g2295.t1	ENSP00000361206.3
g2296.t1	ENSP00000427004.1
g2297.t1	ENSP00000262498.3
g2298.t1	ENSP00000296804.3
g2299.t1	ENSP00000310170.2
g230.t1	ENSP00000438280.1
g2302.t1	ENSP00000309198.8
g2304.t1	ENSP00000462852.1
g2305.t1	ENSP00000480076.1
g2306.t1	ENSP00000275230.5
g2307.t1	ENSP00000486597.1
g231.t1	ENSP00000245157.5
g2310.t1	ENSP00000322926.6
g2313.t1	ENSP00000483556.1
g2314.t1	ENSP00000370949.3
g2315.t1	ENSP00000266079.4
g2316.t1	ENSP00000362469.3
g2317.t1	ENSP00000441625.1
g2318.t1	ENSP00000515166.1
g2319.t1	ENSP00000355428.5
g232.t1	ENSP00000334037.6
g2321.t1	ENSP00000391712.2
g2322.t1	ENSP00000344165.6
g2323.t1	ENSP00000490379.1
g2324.t1	ENSP00000236273.4
g2327.t1	ENSP00000385215.3
g2329.t1	ENSP00000336998.3
g233.t1	ENSP00000384155.1
g2333.t1	ENSP00000428426.2
g2334.t1	ENSP00000296343.5
g2335.t1	ENSP00000276014.7
g2336.t1	ENSP00000410438.1
g2338.t1	ENSP00000305343.1
g2341.t1	ENSP00000366477.3
g2343.t1	ENSP00000470478.3
g2346.t1	ENSP00000335615.5
g2347.t1	ENSP00000303997.5
g2348.t1	ENSP00000381072.2
g2350.t1	ENSP00000482264.1
g2353.t1	ENSP00000361800.2
g2354.t1	ENSP00000511591.1
g2355.t1	ENSP00000347046.3
g2356.t1	ENSP00000496339.1
g2357.t1	ENSP00000508695.1
g2358.t1	ENSP00000266000.6
g2359.t1	ENSP00000386890.4
g2366.t1	ENSP00000411329.1
g2367.t1	ENSP00000362484.2
g2368.t1	ENSP00000393245.1
g2369.t1	ENSP00000379995.2
g237.t1	ENSP00000470560.1
g2370.t1	ENSP00000263331.5
g2373.t1	ENSP00000480469.1
g2375.t1	ENSP00000355279.4
g2376.t1	ENSP00000287097.4
g2378.t1	ENSP00000222399.6
g2379.t1	ENSP00000316809.7
g238.t1	ENSP00000475691.1
g2380.t1	ENSP00000309186.6
g2385.t1	ENSP00000444119.1
g2386.t1	ENSP00000468032.2
g2387.t1	ENSP00000498360.2
g2388.t1	ENSP00000351665.2
g2389.t1	ENSP00000292614.5
g239.t1	ENSP00000323265.5
g2390.t1	ENSP00000404860.2
g2391.t1	ENSP00000389074.2
g2392.t1	ENSP00000265395.2
g2397.t1	ENSP00000368332.4
g2398.t1	ENSP00000334813.3
g24.t1	ENSP00000516108.1
g240.t1	ENSP00000358251.4
g2400.t1	ENSP00000226840.4
g2403.t1	ENSP00000302814.3
g2404.t1	ENSP00000369125.3
g2405.t1	ENSP00000298317.4
g2406.t1	ENSP00000401802.3
g2407.t1	ENSP00000381266.2
g2408.t1	ENSP00000342609.2
g2409.t1	ENSP00000403165.1
g241.t1	ENSP00000515585.1
g2410.t1	ENSP00000260129.5
g2411.t1	ENSP00000346305.3
g2412.t1	ENSP00000222224.3
g2413.t1	ENSP00000266735.5
g2414.t1	ENSP00000381102.4
g2416.t1	ENSP00000454048.2
g2418.t1	ENSP00000397598.2
g242.t1	ENSP00000369857.3
g2420.t1	ENSP00000416683.3
g2422.t1	ENSP00000329064.4
g2423.t1	ENSP00000005386.3
g2424.t1	ENSP00000375851.3
g2425.t1	ENSP00000506041.1
g243.t1	ENSP00000286448.6
g2430.t1	ENSP00000321320.5
g2431.t1	ENSP00000387789.1
g2432.t1	ENSP00000305372.4
g2436.t1	ENSP00000494460.1
g2437.t1	ENSP00000444704.1
g2438.t1	ENSP00000272638.9
g2439.t1	ENSP00000363922.3
g244.t1	ENSP00000355877.5
g2440.t1	ENSP00000348632.6
g2442.t1	ENSP00000343634.5
g2445.t1	ENSP00000352138.6
g2454.t1	ENSP00000352703.2
g2457.t1	ENSP00000371462.1
g2459.t1	ENSP00000433662.1
g2465.t1	ENSP00000498085.1
g2466.t1	ENSP00000451242.1
g2467.t1	ENSP00000453743.1
g2469.t1	ENSP00000310042.2
g2471.t1	ENSP00000216442.7
g2473.t1	ENSP00000216489.3
g2476.t1	ENSP00000264499.4
g2477.t1	ENSP00000469958.1
g2478.t1	ENSP00000296582.3
g2479.t1	ENSP00000354429.3
g2480.t1	ENSP00000290551.4
g2481.t1	ENSP00000501107.1
g2485.t1	ENSP00000460238.1
g2486.t1	ENSP00000434849.1
g2488.t1	ENSP00000464855.1
g2489.t1	ENSP00000467466.3
g2494.t1	ENSP00000298925.5
g250.t1	ENSP00000011898.5
g2501.t1	ENSP00000355691.1
g2506.t1	ENSP00000268057.4
g2507.t1	ENSP00000386754.1
g2509.t1	ENSP00000321584.4
g251.t1	ENSP00000338607.3
g2510.t1	ENSP00000369038.5
g2511.t1	ENSP00000229554.5
g2512.t1	ENSP00000326879.9
g2514.t1	ENSP00000425048.1
g2515.t1	ENSP00000509677.1
g2516.t1	ENSP00000281928.3
g2517.t1	ENSP00000223122.2
g2518.t1	ENSP00000492745.1
g2519.t1	ENSP00000368602.3
g252.t1	ENSP00000337353.4
g2523.t1	ENSP00000407788.2
g2525.t1	ENSP00000379369.4
g2526.t1	ENSP00000512416.1
g2527.t1	ENSP00000383255.1
g2529.t1	ENSP00000386992.3
g253.t1	ENSP00000262839.2
g2530.t1	ENSP00000369757.4
g2531.t1	ENSP00000281543.5
g2532.t1	ENSP00000282892.3
g2533.t1	ENSP00000507683.1
g2534.t1	ENSP00000309565.5
g2535.t1	ENSP00000497187.1
g2537.t1	ENSP00000497187.1
g2538.t1	ENSP00000482126.1
g2539.t1	ENSP00000239027.7
g254.t1	ENSP00000460236.1
g2540.t1	ENSP00000373301.3
g2544.t1	ENSP00000020945.1
g255.t1	ENSP00000251993.7
g2555.t1	ENSP00000389680.3
g2556.t1	ENSP00000307549.4
g2557.t1	ENSP00000295927.3
g2559.t1	ENSP00000479718.1
g256.t1	ENSP00000320219.7
g2564.t1	ENSP00000307940.5
g2565.t1	ENSP00000296666.9
g2566.t1	ENSP00000262124.10
g2569.t1	ENSP00000343634.5
g2571.t1	ENSP00000447609.1
g2572.t1	ENSP00000343838.5
g2573.t1	ENSP00000510598.1
g2575.t1	ENSP00000286713.2
g2576.t1	ENSP00000360065.3
g2579.t1	ENSP00000326531.8
g258.t1	ENSP00000463818.1
g2580.t1	ENSP00000514667.1
g2581.t1	ENSP00000338413.6
g2582.t1	ENSP00000491702.1
g2583.t1	ENSP00000496799.1
g2585.t1	ENSP00000321271.3
g2587.t1	ENSP00000301740.8
g2588.t1	ENSP00000323046.4
g259.t1	ENSP00000346217.4
g2594.t1	ENSP00000216484.2
g2595.t1	ENSP00000281950.2
g2596.t1	ENSP00000436005.1
g2597.t1	ENSP00000355802.4
g2598.t1	ENSP00000378313.2
g2599.t1	ENSP00000386239.3
g260.t1	ENSP00000317382.4
g2600.t1	ENSP00000281405.5
g2602.t1	ENSP00000359864.3
g2603.t1	ENSP00000499322.1
g2604.t1	ENSP00000450823.1
g2605.t1	ENSP00000307607.3
g2606.t1	ENSP00000240285.5
g2607.t1	ENSP00000419711.1
g2608.t1	ENSP00000261416.7
g2609.t1	ENSP00000255764.3
g261.t1	ENSP00000436570.1
g2610.t1	ENSP00000363394.3
g2611.t1	ENSP00000348784.4
g2612.t1	ENSP00000357131.2
g2614.t1	ENSP00000435043.1
g2616.t1	ENSP00000435043.1
g2618.t1	ENSP00000359507.5
g2619.t1	ENSP00000448463.1
g2620.t1	ENSP00000499978.1
g2621.t1	ENSP00000353124.3
g2622.t1	ENSP00000336727.3
g2624.t1	ENSP00000507313.1
g2625.t1	ENSP00000382688.2
g2627.t1	ENSP00000445339.2
g263.t1	ENSP00000243389.3
g2631.t1	ENSP00000358886.3
g2632.t1	ENSP00000371723.4
g2633.t1	ENSP00000413063.1
g2634.t1	ENSP00000359688.5
g2635.t1	ENSP00000424064.1
g2638.t1	ENSP00000360966.4
g2639.t1	ENSP00000360966.4
g264.t1	ENSP00000362573.3
g2640.t1	ENSP00000390403.1
g2642.t1	ENSP00000341430.5
g2643.t1	ENSP00000361536.3
g2653.t1	ENSP00000285379.4
g2659.t1	ENSP00000497609.1
g2660.t1	ENSP00000433544.1
g2662.t1	ENSP00000499492.1
g2663.t1	ENSP00000455893.2
g2664.t1	ENSP00000497394.1
g2666.t1	ENSP00000479325.1
g2667.t1	ENSP00000457987.2
g2668.t1	ENSP00000334490.7
g2669.t1	ENSP00000272298.7
g267.t1	ENSP00000435651.1
g2671.t1	ENSP00000378184.2
g2672.t1	ENSP00000497894.1
g2673.t1	ENSP00000513469.1
g2674.t1	ENSP00000445920.1
g2675.t1	ENSP00000505071.1
g2676.t1	ENSP00000265028.3
g2677.t1	ENSP00000356307.3
g268.t1	ENSP00000417868.1
g2681.t1	ENSP00000498644.1
g2682.t1	ENSP00000382372.3
g2683.t1	ENSP00000262498.3
g2684.t1	ENSP00000481041.1
g2685.t1	ENSP00000503826.1
g2686.t1	ENSP00000358223.2
g2687.t1	ENSP00000502972.1
