Gene name	NCBI gene (formerly Entrezgene) ID
PLPP3	8613
RNF113B	140432
AZGP1P2	
MYO16-AS2	
OBI1	79596
RPS3AP29	
RINT1	60561
LINC02337	105370369
MYO16-AS1	100885782
OR4H6P	
LINC00559	100874187
RSPO1	284654
AFAP1L1	134265
ATP5MC1P5	
LINC00443	100874173
LINC02922	
MESTP4	
XPC-AS1	
SUCLA2-AS1	
TRIM60P13	
FAR1P1	
MEMO1P5	
CDKN2AIPNLP3	
	105374811
GPC5	2262
NT5C1B-RDH14	100526794
RPSAP32	
RPL29P11	
SEC13P1	
HSPD1P6	
H2ACP1	
AZU1P1	
IGBP1P3	
BNIP3P7	
UBL3	5412
C3orf20	84077
IGHV1OR15-2	
DPH6	89978
GPC6-AS1	100873972
SNIP1	79753
TFPI2-DT	105375401
DDX11L2	
NXPH2	11249
PDE1C	5137
YIPF5	81555
BAIAP2L2	80115
EIF2S2P7	
RDH14	57665
RPS13P2	
RPL23AP85	
CPT2	1376
BTF3P5	
LINC02898	400950
BTF3P6	
MIR6501	102465248
DONSON	29980
MTCO1P43	
ATP5F1BP1	
YDJC	150223
LINC01114	284998
NCKAP5-IT1	
LINC01961	
SRSF3P5	
RPLP0P10	
OR11J5P	
MOB1AP1	
BMF-AS1	
LINC00396	104355146
C15orf62	643338
LINC01040	105370308
CRYGGP	
EN1	2019
GPC6	10082
LINC02764	387810
C2orf76	130355
AXIN1	8312
CCDC116	164592
PKNOX2	63876
SPRED1	161742
FOXJ3	22887
HNRNPA1P13	
TIMM8BP1	
SEPHS2P1	
MLNR	2862
PGAM5P1	
SDF2L1	23753
PRDM6	93166
LINC02335	
FLT3	2322
MIR301B	100126318
MIR130B	406920
STYK1	55359
PPIL2	23759
GAPDHP55	
FMN1	342184
CCDC112	153733
LY6K	54742
FECHP1	
PDCD6IP-DT	105377023
ZCWPW2	152098
KRT18P33	
GACAT1	104326057
PABPC1P6	
THEM6	51337
RPL23AP7	
DNAJA1P2	
SFXN4	119559
SPR	6697
	101927845
BAALC	79870
NDUFAF2P1	
BCAT1	586
MAP3K20	51776
MIR2392	100616495
	105371046
MIR770	768222
MIR493	574450
MIR337	442905
MIR665	100126315
MIR431	574038
MIR433	574034
MIR127	406914
PSCA	8000
MIR432	574451
MIR136	406927
MEG8	
ABCA3	21
CHL1-AS2	101927174
RPL21P17	
BCAP31	10134
CNTN4-AS2	100873976
MTND4LP9	
ARPP21-AS1	
SNTB1	6641
LINC01967	
ARGLU1	55082
	285638
RPS8P6	
SUSD5	26032
SLCO6A1	133482
CCDC90B-AS1	
FARP1	10160
LINC02704	
GLB1L2	89944
THBS1-IT1	
NF1P1	
LINC01981	100996624
ATP6V1H	51606
RPL24P7	
AAR2	25980
NUTF2P6	
IGHD3OR15-3B	
GABPB1-IT1	55056
FSIP1	161835
JARID2-AS1	
TFAP2A-AS2	109729173
IMPDH1P9	
TUT4	23318
IL10RB	3588
TPMT	7172
LINC02667	728327
DUX4L20	
MMP21	118856
GABRG3	2567
LINC01811	
ABCD1	215
PPIAP82	
DEFB132	400830
	124901641
PPP2R2D	55844
GTF2IP5	
MDH1P2	
HNRNPA1P58	
TSPAN18-AS1	
C20orf96	140680
	102724434
LINC02702	101929011
CAGE1	285782
HNRNPA1P71	
B3GAT1	27087
YPEL1	29799
PLXNB3-AS1	
PLXNB3	5365
FCHSD1	89848
ZCCHC3	85364
TECPR1	25851
MTCYBP23	
NRSN2-AS1	100507459
PNPT1P1	
PRELID1P4	
NRSN2	80023
SNORD112	692215
RAD18	56852
MIR370	442915
SNORD113-1	767561
DNAAF4-CCPG1	100533483
SNORD113-2	767562
SNORD113-3	767563
SNORD113-4	767564
SNORD113-5	767565
SNORD113-6	767566
SNORD113-7	767567
SNORD113-8	767568
SNORD113-9	767569
SNORD114-1	767577
SNORD114-2	767578
RN7SL280P	
SNORD114-3	767579
SNORD114-4	
SNORD114-5	767581
ZNF74	7625
	124903418
SNORD114-6	767582
SNORD114-7	767583
SNORD114-9	767585
SNORD114-10	767588
SNORD114-11	767589
SNORD114-12	767590
SNORD114-13	767591
SNORD114-14	767592
KLRK1	22914
KLRK1	100528032
SNORD114-15	767593
SNORD114-16	767594
SNORD114-17	767595
SNORD114-18	767596
TBC1D20	128637
SNORD114-19	767597
	124903419
	124903420
SNORD114-20	767598
SNORD114-21	767599
SNORD114-22	767600
SNORD114-23	767603
RYR3-DT	101928134
SNORD114-24	767604
SNORD114-25	767605
SNORD114-26	767606
SNORD114-27	767608
	102724587
SNORD114-28	767609
SNORD114-29	767610
SNORD114-30	767611
SNORD114-31	767612
	124903422
	124903421
HS6ST1	9394
MIR379	494328
MIR411	693121
MIR299	407023
MIR380	494329
MIR1197	100302250
RPL36AP8	
MIR323A	442897
MIR758	768212
MIR329-1	574408
MIR329-2	574409
MIR494	574452
MIR1193	100422837
MIR543	100126335
MIR495	574453
MIR376C	442913
MIR376A2	664615
MIR654	724024
MIR376B	574435
MIR376A1	494325
CD82	3732
MIR300	100126297
MIR1185-1	100302157
MIR1185-2	100302209
MIR381	494330
MIR487B	664616
PRTG	283659
MIR539	664612
MIR889	100126345
MIR544A	664613
MIR655	724025
MIR487A	619555
MIR382	494331
MIR134	406924
MIR668	768214
MIR485	574436
MIR323B	574410
MIR154	406946
MIR496	574454
MIR377	494326
MIR541	100126308
MIR409	574413
MIR412	574433
MIR369	442914
MIR410	574434
MIR656	724026
LINC02285	101929422
CASC2	255082
U3	124903435
	105373508
TMEM185B	79134
LINC01297	
CHEK2P3	
ANAPC1P4	
GRAMD4P3	
POTEG	404785
XIAPP3	
MTND1P28	
YY1P2	
SOCAR	
SLC25A39P2	
RPS14P4	
HIGD1AP8	
STK38L	23012
STON1-GTF2A1L	286749
RAD51	5888
	105372348
RARRES2P2	
TAF9P3	
DUX4L25	
EEF1A1P7	
LINC01163	101927381
RPS29P30	
RNU6-225P	
WTIP	126374
TTC3-AS1	100874006
ITGA9	3680
CUZD1	50624
DSCR9	257203
KLHL22	84861
MTCYBP40	
RNU6-1268P	
MED15P6	
SLC2A3P1	
PPIC	5480
THAP5	168451
RN7SL678P	
SRPK3	26576
VPS26C	10311
ARHGAP42P4	
LGALS16	148003
OR4N2	390429
	105375888
ANKRD33B-AS1	
NACA4P	
OR11K2P	
TTC33	23548
RFPL4AP5	
OR4H12P	
OR4N1P	
NCAPGP1	
OR4K6P	
RPL23AP56	
OR4K4P	
NSMCE2	286053
CSNK2A1	1457
ZNF565	147929
LUARIS	100506895
INSYN2A	642938
WASIR2	100132169
SLC15A5	729025
RPL23AP86	
RNY1P9	
RN7SL812P	
KRT18P5	
SMIM22	440335
TMEM243	79161
DUX4L23	
GYS2	2998
CLRN3	119467
LNPEP	4012
RPL32P21	
	105375976
FOXC1	2296
TMEM143	55260
RAB28P3	
LYPLA2P3	
TCEA1P4	
	101929563
FAM216B	144809
SERPINB12	89777
SAR1AP2	
RPL7P36	
AGGF1P2	
TFAP2A-AS1	
WDR11	55717
GTF2F2P2	
NHLRC1	378884
KLF18	105378952
TTC3	7267
	101927072
HNRNPA1P29	
GNAQ	2776
DNAH8-DT	
GPC6-AS2	
RPS15AP7	
GAPDHP51	
LINC00460	728192
PATJ-DT	
CD82-AS1	
LINC02791	
CDYL	9425
CYP4A43P	
TREH	11181
MAGOH	4116
EPS15P1	
GRPEL2P1	
LSM5	23658
IL9RP3	
U6	124903275
MIR4499	100616304
SNORD102	26771
SNORA27	619499
RNY1P1	
RN7SL272P	
DEPDC1-AS1	101927220
RNU6-70P	
LINC02979	
RNU6-63P	
LINC02152	
VN1R20P	
MIR2276	100313842
THRB-IT1	
RNU7-129P	
RNU6-64P	
	101927227
SDAD1P3	
LINC01707	105378785
PRELID3A	10650
	124900343
RNU5A-4P	
RNA5SP26	
SRGAP3-AS3	100288831
RNU6-56P	
RN7SKP1	
SNORD116	124903255
MIR4305	100422940
RNY4P14	
RNY3P9	
RN7SKP2	
MIR8079	102465876
RNA5SP27	
LINC02011	152274
RN7SL700P	
WASH4P	
RNU6-60P	
RNY3P2	
RN7SL618P	
DLEU2L	
EFHB	151651
MIR5007	100846996
RN7SKP6	
CDKN2C	1031
RNA5SP30	
TMEM204	79652
RNY4P29	
MIR3169	100422973
RNU7-88P	
PENK	5179
RNY3P5	
RN7SL375P	
RNU7-87P	
	124900345
RN7SL761P	
RNU6-80P	
ALDH1A1	216
RPS4XP23	
	124900344
RNY1P8	
SOWAHC	65124
VN1R107P	
RNU4-10P	
RNU6-66P	
RNU6-79P	
RNY3P10	
RN7SL571P	
RNA5SP33	
ZNF737	100129842
RNU6-61P	
NCK2	8440
RNU6-54P	
RNY3P7	
RNU6-77P	
RNY3P3	
RNU6-38P	
MIR4500	100616182
RNU6-67P	
	124903257
RNU4ATAC3P	
MIR548AS	100847092
RNA5SP35	
RN7SL585P	
MGST1	4257
RNY4P27	
RNY3P8	
MIR17	406952
RNU6-75P	
MIR18A	406953
MIR19A	406979
ANKS3	124401
MIR20A	406982
MIR19B1	406980
MIR92A1	407048
RNU6-62P	
LRP8-DT	105378732
RN7SL164P	
MIR4501	100616137
RNA5SP34	
ELOCP18	
RNA5SP36	
MIR622	693207
RN7SKP8	
TSHZ3-AS1	
C1orf87	127795
LINC02844	105375679
MIR3170	100422881
RN7SL60P	
RN7SKP10	
SNORD31B	109616978
RN7SL783P	
MIR1267	100302286
RNA5SP38	
MIR8073	102465872
	124900341
NME1P1	
C8orf33	65265
MTND3P1	
ZNF850	342892
FTH1P7	
DDX39AP1	
SNORD36	
RPL7AP73	
IPMKP1	
RFESDP1	
BASP1P1	
NUS1P2	
HMGA1P6	
RNY3P4	
LINC00362	
RNU6-58P	
TATDN2P3	
SDAD1P4	
RPLP1P13	
SACS-AS1	100506680
LINC00327	100506697
BTNL9	153579
ZNF155	7711
AHCYP4	
DYNLT3P2	
MTND6P9	
SDHCP3	
ISCA1P6	
LINC00352	
SSR4	6748
ITM2B	9445
TMPPE	643853
MAP3K20-AS1	339751
SUMO2P12	
MOCS1	4337
PPP1R2P5	
SNRPGP9	
LINC01393	102724386
MINDY2-DT	101928725
DRC1	92749
ACTC1	70
SGO1	151648
ZSWIM5	57643
AP1S1	1174
SLC66A2	80148
RPS27P22	
CLEC6A	93978
CCDC34	91057
RPSAP75	
PPP1R26P1	
HSPA8P17	
PCNPP5	
CARNMT1-AS1	
ACTBP7	
C9orf85	138241
LINC01077	
PPARGC1B	133522
TRIM13	10206
GAPDHP57	
RPS26P55	
MRPS18BP2	
OMA1	115209
ZNF283	284349
DPPA3	359787
MGAT4A	11320
ANGPTL5	253935
GNAI2P1	
PLOD3	8985
FRMD3-AS1	
EEF1A1P16	
IGKV1OR9-2	
	101927450
CYCSP45	
LINC02703	
L1CAM	3897
MIR3613	100500908
KCNRG	283518
PDE2A-AS1	
FKBP4P6	
SLC28A3	64078
CEP126	57562
SUPT4H1P2	
MIR16-1	406950
MIR15A	406948
RPL18P10	
DSC2	1824
ST13P4	
RPL34P26	
TIMM17BP1	
RNA5SP28	
RNASEH2B-AS1	
PRDX3	10935
ZNF404	342908
LRRC34P1	
SLC35D1	23169
ZNF230-DT	101928063
	100505715
COX11P1	
RAB4B-EGLN2	
RPL36AP25	
LINC02406	105369730
RPL19P14	
RNASEH2B	79621
UNC5CL	222643
SYT10	341359
ZFAT	57623
ZNRF3-AS1	100874123
SNX6P1	
KREMEN1	83999
URI1	8725
C11orf87	399947
HIGD1AP11	
PPIAP87	
FOXB2	442425
PGM5	5239
TSPO2	222642
MS4A2	2206
RPS3AP25	
ANKRD44-IT1	101927547
RNU6-810P	
RNU6-1219P	
EMID1	129080
NPAS2	4862
CD36	948
EPS8	2059
LRP8	7804
EXOSC1	51013
MBOAT1	154141
ITGB2	3689
LURAP1L-AS1	
MYLIP	29116
PSAT1	29968
	105369496
MIR6744	102466725
MIR4299	100423026
MIR8070	102465870
ARL2BPP5	
RNA5SP332	
ARHGAP26-AS1	100874239
MIR302E	100313774
RNU7-49P	
MIR6073	102464826
RNA5SP336	
RNA5SP337	
RNA5SP335	
MIR4486	100616118
	124900310
ZNF230	7773
MIR4694	100616426
RNU6-783P	
MIR8087	102465881
RNA5SP339	
MIR610	693195
RNA5SP338	
RN7SL240P	
NDFIP1	80762
MIR8054	102465860
U3	124902847
RNU6-99P	
MIR3973	100616311
RNU6-365P	
RN7SKP158	
MIR8068	102466876
MIR3162	100422880
RN7SKP192	
MIR6860	102465518
RNA5SP344	
RNU6-544P	
MIR708	100126333
RNU6-672P	
RNU7-59P	
MIR5579	100847000
MIR4300	100422823
RNU6-1135P	
MIR4692	100616410
RNU6-16P	
MIR139	406931
RNU7-105P	
RN7SL223P	
RPL29P33	
RNA5SP347	
ZNF222-DT	
LIFR-AS1	100506495
MIR3920	100500823
RN7SL222P	
SNORD6	692075
ZNF45	7596
SNORA25	684959
RN7SKP53	
SNORA32	692063
SNORA1	677792
SNORA8	654320
SNORD5	692072
SNORA18	677805
MIR1304	100302240
SNORA40	
RNU6-952P	
RNA5SP535	
RN7SKP115	
MIR4693	100616457
MIR4490	100616186
SNORD39	
	124902826
MIR1261	100302228
RNA5SP349	
RNU6-44P	
RNU7-187P	
RNU6-376P	
RNU6-592P	
U8	124900305
ZNF428	126299
	124902828
MIR4493	100616319
MRPS5P3	
UNKL	64718
FAM242D	
LINC02201	101927379
RNU4-23P	
RNU6-321P	
MIR8052	102466873
RN7SL167P	
RNU6-1156P	
SDR42E1P2	
RNA5SP352	
RNU2-35P	
MIR4697	100616119
SNORD14E	85391
SNORD14D	85390
SNORD14C	85389
RN7SKP121	
THEMIS3P	
MIR4301	100422855
IDNK	414328
RN7SKP279	
AKR1B1P6	
MIR326	442900
RAB12	201475
ZNF222	7673
RPS3	6188
SLC12A2	6558
FECH	2235
BMS1P14	
AQP7P4	
EDRF1-AS1	
RASEF	158158
RHPN2	85415
NANOS1	340719
ZFAND3	60685
FANK1	92565
FHL2	2274
NMRK1	54981
SUMO2P10	
LINC00690	
RHBDD3	25807
SRGAP3-AS2	101927416
AMD1P4	
E2F4P1	
TUBBP9	
DNAH8	1769
LRRFIP2	9209
EGLN2	112398
ARHGDIG	398
DUX4L15	
ACADSB	36
RASL10A	10633
SNORD125	100113380
RFPL4AP6	
POLR1E	64425
RFPL1S	
NEFH	4744
RPL7AP62	
IFT140	9742
OR4H6BP	
GOLM2	113201
THOC5	8563
DSG1-AS1	101927718
DSG2	1829
	283038
CADM4	199731
ALDOAP2	
DUX4L29	
RBM20	282996
	124904682
LINC01531	100128682
XPNPEP1	7511
MTCO3P40	
HNRNPA1P14	
SIPA1L3	23094
GOLM1	51280
OR11K1P	
RPL7AP75	
SNORD15A	6079
SNORD15B	114599
SHC4	399694
CABLES1	91768
GDPD5	81544
L1CAM-AS1	100996465
RENBP	5973
CYP2T1P	171523
CTBP2P4	
UBTD2	92181
CYP1D1P	
ZNF507	22847
	105376070
RPL35AP15	
KLF3P1	
YTHDF1P1	
GLYR1	84656
	105379191
PCA3	50652
NTAQ1	55093
PSMC1P8	
GNPDA1	10007
HSPB1P1	
PTPN4	5775
ATP5MFP3	
SLC28A3-AS1	
PRICKLE1	144165
TUT7	79670
LINC01547	84536
KRTAP26-1	388818
KRTAP27-1	643812
KRTAP13-6P	
KRTAP13-2	337959
MIR4327	100422891
KRTAP13-1	140258
B4GALT6	9331
KRTAP13-5P	
KRTAP15-1	254950
HCFC1	3054
KRTAP19-1	337882
KRTAP19-2	337969
KRTAP19-3	337970
KRTAP19-4	337971
KRTAP19-5	337972
KRTAP19-9P	
KRTAP19-10P	
KRTAP19-11P	
KRTAP19-6	337973
KRTAP19-7	337974
KRTAP22-2	100288287
PLAUR	5329
LINC01491	
KRTAP6-3	337968
KRTAP22-1	337979
KRTAP20-1	337975
KRTAP20-4	100151643
KRTAP20-2	337976
KRTAP20-3	337985
KRTAP21-3	100288323
KRTAP21-4P	
KRTAP21-2	337978
KRTAP21-1	337977
KRTAP23-1	337963
RIOK1	83732
KRTAP13-3	337960
RNU6-426P	
VDAC2P1	
RPS26P5	
SNORD74B	109617014
APH1B	83464
MIR99A	407055
MIRLET7C	406885
MIR125B2	406912
RNU1-98P	
TIAM1	7074
MTCYBP9	
SNRNP200	23020
ELOA2	51224
RPL17	6139
SYNPO2	171024
HAS2-AS1	124906789
MARK2P11	
ANKRD49P3	
HCFC1-AS1	
TMEM187	8269
ITPR3	3710
MTCO1P47	
LINC02855	105375732
SFRP1	6422
MIR3202-1	100422987
MIR3202-2	100422877
NIHCOLE	
MIR718	100313781
RNU6-934P	
NANOGNBP3	
RPL21P132	
EEF1A1P50	
TIMM8A	1678
SAP30L	79685
FRMD5	84978
RPS20P25	
TYRP1	7306
NIPSNAP1	8508
TRIM55	84675
RPL36A	6173
RAC1P5	
PPIAP76	
MUC7	4589
RPL39P18	
KRT8P18	
CYP2F2P	
RPS29P26	
IMPDH1P8	
LSM1P2	
RPL36AP17	
LINC00847	729678
SLC25A1P5	
DPY19L3	147991
SAP18P3	
PP2D1	151649
RPL36A-HNRNPH2	100529097
	105369391
PRSS12	8492
GNA14	9630
MOGAT2	80168
LINC02033	105377031
SEMA6A-AS2	105379132
HNRNPH2	3188
RPSAP46	
RBMS3-AS1	100873977
HMGB1P21	
HINT2P1	
PTMAP2	
NF2	4771
MTCO2P8	
RPL5P16	
PPIAP90	
CMTM6	54918
RPS26P28	
AZGP1	563
CCNQ	92002
NRG2	9542
ZFAND5	7763
RBMS3-AS3	
FANCD2P2	
RN7SL786P	
DGAT2-DT	283214
OR7E7P	
GTF3AP6	
GLDCP1	
SERPINH1	871
NDST4	64579
MTND4P2	
LSM3	27258
LRRN3	54674
PARP11	57097
CRH	1392
GNG11	2791
LINC01258	101928776
SYN2	6854
ACTR6P1	
DUX4L21	
TRIB1	10221
CIR1P2	
FOXI2	399823
SEMA3C	10512
MRFAP1P1	105373383
H3P15	
DMBT1L1	375940
KRT18P48	
SLC6A8	6535
SH3BGR	6450
TUBAP10	
MCUB	55013
HAS2	3037
LINC00051	619434
NLRP4	147945
SMAD7	4092
DUTP2	
ATAD2	29028
SLC18A2	6571
LINC02379	
ADCY9	115
GAPDHP56	
	124902204
OR4Q1P	
TERF1P3	
PGM5-AS1	572558
LINC02479	
OSTC	58505
CTDSPL2	51496
CARNMT1	138199
NEDD9	4739
GALNT1	2589
CRACR2A	84766
GUCY1B2	2974
NUTF2P7	
RNU1-56P	
SOCS5P4	
SNX12	29934
CWH43	80157
GATD3	8209
ZBTB5	9925
SLC52A3	113278
IRGC	56269
RARS1	5917
MS4A7	58475
	101927358
SMG9	56006
RPS10P18	
ABRAXAS2	23172
NAA35	60560
ARFGEF2	10564
IMP4	92856
TMEM168	64418
HSPA8P5	
SHTN1	57698
MRPS18CP4	
FOXO4	4303
TUBB8P5	
ABCC10	89845
UBE2E1-AS1	100874092
KLRK1-AS1	101928100
CYCSP12	
EPM2AIP1	9852
ZNF407	55628
LINC00620	285375
DERA	51071
CPPED1	55313
CXorf65	158830
PRADC1P1	
LINC01980	105377007
FOXD4L3	286380
MS4A14	84689
ZNF500	26048
CARD19	84270
LINC03012	100506682
GJB1	2705
RNA5SP29	
ATP5PBP2	
DLEU1	10301
DLEU1	100874074
CCNB2	9133
EMSLR	
HSBP1L1	440498
RPL5P12	
TES	26136
CDC42P4	
TCEANC2	127428
TECRP2	
NDST3	9348
TXNL4A	10907
GRIP2	80852
ATP5F1AP7	
MIR98	407054
BTF3P4	
MIRLET7F2	406889
RLIM	51132
	112268176
LERFS	
RPL35AP19	
LINC02861	102724927
RN7SKP159	
RN7SL318P	
SNORA70	124900260
RNA5SP251	
CYP2A6	1548
SUB1P3	
KTI12	112970
HS3ST4	9951
RNA5SP255	
RN7SL474P	
RNU6-892P	
LRRC42	115353
SNORA62	124900256
RNU6-336P	
RNU7-153P	
RPL5P31	
PABPC1P3	
PRELID3BP2	
RNU6-397P	
RNU6-330P	
MIR383	494332
MIR6876	102465527
RNU4-71P	
MIR5693	100847003
MIR3148	100422876
FAM124A	220108
RN7SL621P	
TMC5	79838
RNU6-1218P	
RNA5SP260	
NEXMIF	340533
MIR548H4	100313884
RNA5SP258	
ZBED8	63920
RN7SL457P	
RNU6-528P	
RNU6-533P	
MS4A5	64232
SNORD65B	109616980
RNU6-295P	
RN7SKP32	
RNU6-356P	
RPL10P9	
SNORD13	692084
RNA5SP257	
RNA5SP531	
ARGFXP1	
FGF7P5	
RN7SKP294	
RNU6ATAC32P	
	124902078
FAM74A7	
GAPDHP71	
MIR548AO	100847068
RNU6-895P	
RNU6-1331P	
RNU6-819P	
RNA5SP265	
RNU4-50P	
RNA5SP267	
RN7SKP135	
RBM17P3	
RBFA	79863
RNU6-596P	
MZF1	7593
RNU6-13P	
RN7SL675P	
WBP1LP12	
CDK2AP2P2	
GNA14-AS1	
C1QTNF9B	387911
RNU1-101P	
LINC02468	
RPL15P3	
	124900267
OSTF1	26578
RN7SKP29	
RPSAP61	
RN7SL291P	
MIR124-2	406908
RN7SL19P	
DUSP21	63904
KCTD20	222658
RNU6-656P	
RN7SL203P	
KIF20A	10112
KRTAP13-4	284827
RNA5SP271	
KRTAP6-2	337967
TRIM8-DT	
RNU7-174P	
DIPK2B	79742
	124900264
RNA5SP269	
RNU7-102P	
KRTAP6-1	337966
RNU6-1213P	
GPR26	2849
RNA5SP270	
RNU2-54P	
SGO1P2	
RNA5SP272	
SEC24D	9871
SNORA1B	109617001
SGSM2	9905
MIR8084	102467005
SNRPBP1	
MIR5708	100847056
RNY3P14	
RNU6-1040P	
	102724159
RNU6-1172P	
IPO7P2	
PCOTH	542767
RNU6-690P	
ZNF716	441234
	107984399
MIR378D2	100616169
RN7SL685P	
ZAR1L	646799
RNU6-1220P	
RNU6-703P	
LDHAL6B	92483
SNORD3H	109617016
RNA5SP274	
OAF	220323
RN7SL563P	
ATRNL1	26033
LINC01392	104355291
RNU6-748P	
RN7SKP231	
RN7SL41P	
SNORA72	26775
PNPLA8	50640
MIR3151	100422992
COPS2	9318
SNORD77B	109616982
RNU6ATAC8P	
RNU6-914P	
RNU6-1224P	
MIR5680	100847001
RNA5SP275	
IFIT1P1	
MIR4471	100616451
RNA5SP276	
RNU6-12P	
LINC00891	
N4BP2L1	90634
	124900266
RN7SKP155	
RNU7-67P	
RNA5SP273	
RN7SL228P	
LINC01985	101928015
RN7SL329P	
RN7SL826P	
CT45A11P	
MIR2053	100302225
GAPDHP67	
RN7SKP226	
PIGPP2	
E2F6P4	
	124905271
GDI2P2	
KRT18P49	
RNU6-875P	
DSTNP5	
LINC01360	101927295
RFC3P1	
FRMPD3-AS1	100874122
MIR548AZ	102466162
MIR548D1	693130
SNORA72	
ATP5MC2P3	
RN7SKP249	
RN7SL396P	
PRPS1	5631
DBF4P2	
MIR30B	407030
MIR548AA1	100500863
MIR30D	407033
LINC01191	440900
UBE2E2	7325
RNU4-83P	
RBFADN	
RNA5SP277	
	124902079
	124900268
ADGRF5P1	
MIR4472-1	100616268
RNU4-37P	
POU2F3	25833
MIR7848	102466865
MIR3149	100422921
MIR1208	100302281
MIR1302-7	100302147
	124902081
RPL9P13	
RNU6-442P	
RN7SL260P	
DNAJB5P1	
RNU6-220P	
RPL24P8	
MTCO1P51	
LRP1B	53353
NPBWR1	2831
MIR4290HG	286370
	102724023
BLOC1S3	388552
LINC02567	110806286
LINC00484	
PLPP5	84513
SLC25A6P4	
KANK4	163782
ADNP2	22850
AQP7P1	
DNAH8-AS1	
CYP2A7P2	
LINC01986	
ZNF318	24149
RPS6P12	
ZNF749	388567
LRRC3B-AS1	105377003
	102723996
FRMD3	257019
KAT2B	8850
PARD6G	84552
COX7A1	1346
FAM210B	116151
AR	367
KCNG2	26251
PCED1B	91523
AURKA	6790
LINC02564	
IL9RP4	
MIR8078	102466878
USP14	9097
PAXBP1-AS1	100506215
TMED7-TICAM2	100302736
CENPBD2P	65996
LINC02940	
B4GALNT3	283358
UQCC2	84300
ATP8A2P2	
ARL2BPP3	
ITGB2-AS1	100505746
LINC02627	
NDE1P2	
CYP2B6	1555
GNG10P1	
SMAD9	4093
STK32C	282974
ICOSLG	23308
ICOSLG	102723996
	649133
USP1	7398
NAMPTP2	
FAM174A	345757
DAAM2	23500
PPP1R14B	26472
CMC1	152100
COMMD10	51397
SMAD9-IT1	
KRT18P13	
LAMTOR3P1	
SNORA70	124900470
RPL29P28	
EIF4A1P5	
RPSAP23	
CSNK1A1L	122011
NSD3	54904
ACTP1	
LINC01690	102724502
KCNJ3	3760
CEMIP2	23670
TMEM272	283521
IFNAR2	3455
KCNK4-TEX40	106780802
CTAGE3P	
RFXAP	5994
LINC02386	
CATSPERZ	25858
C5AR2	27202
TRPC4	7223
SLC38A4	55089
LINC01938	
RPL23AP60	
HSPA8P18	
TMEM177	80775
TNFAIP8	25816
THRAP3P1	
UROS	7390
PON2	5445
PRDX5	25824
XYLB	9942
PCDH19	57526
GALNT13	114805
ATP6V0E1P1	
POGLUT2P1	
ANKFY1	51479
SUMO2P6	
RBM48P1	
DHFR	1719
LINC02485	
RPL7AP26	
HNRNPA3P13	
PDHA2	5161
MAD2L1	4085
BOLA2P1	
	101929076
ADCYAP1	116
SMAD6	4091
EGLN3P1	
ETFBKMT	254013
CCDC88B	283234
ERI3-IT1	100874278
BMP15	9210
RNFT1P2	
AK5	26289
GAGE2E	729428
LINC01904	388456
ELAC1	55520
RBM22P4	
LSM6P2	
SUPT3H	8464
EIF3KP3	
AMN1	196394
SLTM	79811
LINC02994	101928978
GAGE12B	
QRFPR	84109
VDAC1P2	
SALL1P1	
PAGE1	8712
SH3RF2	153769
STEAP3-AS1	100874111
	107985953
SMAD4	4089
PAGE4	9506
ADH5P2	
TXNP2	
GIPC2	54810
MMUT	4594
PPP3CA	5530
LINC01829	644838
MIR2114	100313839
XRCC6P2	
RPL7P56	
RANP4	
RAB28P5	
RPL14P6	
RBMX	27316
RPE65	6121
LINC02995	285593
SH3PXD2B	285590
TRAM2	9697
ANAPC1P2	285074
BMS1P11	
GADD45G	10912
COPRSP1	
EIF3IP1	442720
MTND2P22	
ANGPTL3	27329
PHB1P4	
RAPGEF4-AS1	91149
ZFAND3-DT	
FTH1P5	
CREBBP	1387
STK38	11329
HAT1	8520
CDRT15P7	
C9orf40	55071
	122526780
	124902165
ZZEF1	23140
SGCE	8910
LINC03025	440896
LINC01671	101928233
MIR7155	102466815
KRT8P21	
LINC00323	284835
RPS6KA4	8986
DNAJC6	9829
BTBD9	114781
NANOGNB	360030
	124905312
	124905468
	124905527
FAM88E	
METTL4	64863
LINC02834	105376124
TMOD1	7111
STRAP	11171
SMAD5-AS1	9597
LINC00649	100506334
MRPL57P6	
KCTD16	57528
RPL23AP44	
LINC01678	
LINC00319	102724398
RPL22P23	
SRRM1P3	
IGKV1OR2-2	
GPR101	83550
POTEKP	
TCEAL3-AS1	
TCEAL1	9338
HAND1	9421
	124904380
CBX3P6	
MIR99AHG	388815
CNTN6	27255
NDC80	10403
LINC01853	
LINC02936	
RPS20P22	
CNEP1R1P1	
LINC03042	
PTPN18	26469
MORF4L2	9643
RNF5P1	
	105375781
CKS1BP5	
C8orf17	100507249
FBLL1	345630
AK4	205
MIR1205	100302161
RNVU1-32	
MIR1206	100302170
BTG4P1	
RNU4-25P	
MIR1207	100302175
LINC02912	641384
HEMGN	55363
LINC00208	
PTTG1	9232
GGNBP1	449520
CEP170P1	
LINC02955	
PGK2	5232
LINC02262	105377389
SDR42E1P4	
RBBP4P3	
ASS1P3	
EEF1B2P5	
PA2G4P6	
OR7E31P	
MYO5BP2	
UBQLN1	29979
NDNF-AS1	
LEPROT	54741
CD83	9308
LINC02516	101927087
GAPDHP43	
RASL11A	387496
SECISBP2L	9728
DUTP8	
KATNBL1P3	
